label,youtube_id,time_start,time_end,split
crawling baby,B0rqlcTD24Q,54,64,train
crawling baby,FHFOgbNpzrM,3,13,train
crawling baby,H-fTsMpQ3ps,38,48,train
crawling baby,KRzhTQiaVSU,27,37,train
crawling baby,WUnryTq7Xxg,30,40,train
crawling baby,tc0q9oz3tQU,0,10,train
crawling baby,04BI6Bv5uMs,3,13,train
crawling baby,DQQW2-W-NdA,23,33,train
crawling baby,qdShpazvzNU,3,13,train
crawling baby,5zYbXkLZ20k,0,10,train
crawling baby,IyZZT74DbFs,4,14,train
crawling baby,KUaKTxnh4x4,31,41,train
crawling baby,zwwU3U-vfRw,5,15,train
crawling baby,qngv6gutBM0,27,37,train
crawling baby,7ON9iMfFfcM,69,79,train
crawling baby,Vw3UZ1mKf9c,219,229,train
crawling baby,405Seu_k8t0,11,21,train
crawling baby,CphTEYa4Rj4,1,11,train
crawling baby,Nk_gFWrcFEA,0,10,train
passing American football (in game),SgFytsa2EmU,72,82,train
passing American football (in game),iw1_bNFJ6Us,6,16,train
passing American football (in game),y2ey2cME52s,2,12,train
passing American football (in game),bKJAm887KOA,0,10,train
passing American football (in game),gS5sOEYAuG4,7,17,train
passing American football (in game),o1UH-b1yWpQ,2,12,train
passing American football (in game),WR32QSqL40M,2,12,train
passing American football (in game),4N4jTrQdj_A,3,13,train
passing American football (in game),j63ETrI2V3s,0,10,train
passing American football (in game),9aH3j4dtwsQ,2,12,train
passing American football (in game),DXyme6v3nQc,0,10,train
passing American football (in game),bdB1TRXZyH0,5,15,train
passing American football (in game),1sXCDYcAPP8,3,13,train
passing American football (in game),borcGk71uTY,7,17,train
passing American football (in game),wDpI9CAVJYc,3,13,train
passing American football (in game),TI_UVdjdjvs,3,13,train
passing American football (in game),n70_CO9HVHc,5,15,train
passing American football (in game),2fo4qYgrg-U,0,10,train
passing American football (in game),33Tap4ZtZBw,0,10,train
passing American football (in game),7_u9CIz4Bvo,3,13,train
passing American football (in game),BI9CABalLH8,0,10,train
passing American football (in game),KDOhTjn7znA,20,30,train
passing American football (in game),aaeHS4vqSlA,4,14,train
passing American football (in game),WG-3_-IFIAo,88,98,train
passing American football (in game),go1kMKyE7yk,1,11,train
passing American football (in game),CajPMTN4s0E,4,14,train
passing American football (in game),QZKGAvRcdbQ,1,11,train
passing American football (in game),l3xHxcxzUr0,8,18,train
passing American football (in game),CkYOzA3uE00,2,12,train
passing American football (in game),DND-n_BMUyM,0,10,train
passing American football (in game),roJmdjRiZE4,2,12,train
passing American football (in game),GEXTaPaIHME,162,172,train
passing American football (in game),Z431EepMYcM,25,35,train
passing American football (in game),UJOdY3CTios,6,16,train
passing American football (in game),C01Y2-utrjM,4,14,train
passing American football (in game),Ra66i9YsBjM,4,14,train
passing American football (in game),z_P4La1EWsc,4,14,train
passing American football (in game),BVOz39zhU0w,0,10,train
passing American football (in game),RwuXoIiERm0,0,10,train
passing American football (in game),zrYRd58-K6E,1,11,train
passing American football (in game),k322cWYjMWg,0,10,train
passing American football (in game),H7ZkNiSbRNI,12,22,train
passing American football (in game),N6qsatiEPqI,4,14,train
passing American football (in game),jO1y-W_qZAM,3,13,train
passing American football (in game),owc9Jvn4LjI,2,12,train
passing American football (in game),1Q5DVkKSXZ8,0,10,train
passing American football (in game),dVNVMjEzpfE,5,15,train
passing American football (in game),16qTOF6HsqQ,3,13,train
passing American football (in game),Xw4Bbr8-JXw,1,11,train
passing American football (in game),FPOHpb5nCnQ,2,12,train
passing American football (in game),1ZLM1gwVLQI,7,17,train
passing American football (in game),zbnpWgbAdBM,110,120,train
passing American football (in game),1PrVtPuTb7Y,1,11,train
passing American football (in game),dDk8E1PqWDY,44,54,train
passing American football (in game),QKnQxj2WEwI,4,14,train
passing American football (in game),XqiJoO5iw_w,4,14,train
passing American football (in game),7Q2dquFdwJc,1,11,train
passing American football (in game),D7z1SuLDheg,1,11,train
passing American football (in game),UoRuwwwqVjk,1,11,train
passing American football (in game),ViAWGa3sKUY,0,10,train
passing American football (in game),8t5c64etmhQ,0,10,train
passing American football (in game),GADEUB5xRtQ,46,56,train
passing American football (in game),KbiMxcXF1SE,8,18,train
passing American football (in game),MmPnggaEMu0,2,12,train
passing American football (in game),bpxt5P6s7Rw,2,12,train
passing American football (in game),442WPTJ5wBo,79,89,train
passing American football (in game),SOpLje4jr5U,769,779,train
passing American football (in game),7Ea2f_2n0Fo,0,10,train
passing American football (in game),MRQ1Sf6Z8m8,13,23,train
passing American football (in game),N-xeRVNfEqA,13,23,train
passing American football (in game),mwZgeslYcU4,3,13,train
passing American football (in game),C5DlYD-0aug,3,13,train
passing American football (in game),zu-IFR_KQFE,0,10,train
passing American football (in game),WAjwLL19LSY,5,15,train
passing American football (in game),FtbzOg0M1BY,2,12,train
passing American football (in game),ivXUtYTA25g,2,12,train
passing American football (in game),4MzWspso9Sw,0,10,train
passing American football (in game),3jwFBb29ux0,1,11,train
passing American football (in game),dpR3LulG1nE,4,14,train
passing American football (in game),IZXoq-SfSlE,4,14,train
passing American football (in game),x-QjfFkSlUY,1,11,train
passing American football (in game),StBhBNdGCFE,1,11,train
passing American football (in game),7cyBWBgXx7k,260,270,train
passing American football (in game),JB0Udn8lCYo,16,26,train
passing American football (in game),DbckA-tvOO8,3,13,train
passing American football (in game),IZAGsxBp7sI,0,10,train
passing American football (in game),ZLzzofasxoY,7,17,train
passing American football (in game),9i89L8TTHXM,0,10,train
passing American football (in game),VTvkjfgfWIA,2,12,train
passing American football (in game),kxI6wbvPMMk,4,14,train
passing American football (in game),JVQqXUqj8rM,4,14,train
passing American football (in game),S2voJY8CZ1g,4,14,train
passing American football (in game),R5CpvuUFn6g,27,37,train
passing American football (in game),bU_zqsEys1c,1,11,train
passing American football (in game),1d3QfM8cwXI,4,14,train
passing American football (in game),J9cNvxcdn5I,2,12,train
passing American football (in game),EZavtL0yPVk,0,10,train
passing American football (in game),KGljuJZtqSU,0,10,train
passing American football (in game),ZKSoiCH4gy4,5,15,train
passing American football (in game),gkReNSU-qHE,2,12,train
passing American football (in game),eP-Dkpk6N68,1,11,train
passing American football (in game),TwxabnDRG8U,35,45,train
passing American football (in game),vI-AKp7f-90,3,13,train
passing American football (in game),TBdDtZIvMeU,0,10,train
passing American football (in game),VJz2F56qhg8,0,10,train
passing American football (in game),1XAfTVVNUrY,2,12,train
passing American football (in game),BeGnBT7ta2Q,1,11,train
passing American football (in game),nhChQdoQX6Y,21,31,train
passing American football (in game),pyu5szU8GJg,3,13,train
passing American football (in game),vZejvcqa9sU,0,10,train
passing American football (in game),dsdyQLuWgD0,148,158,train
passing American football (in game),e3KmCiIQ3bU,2,12,train
passing American football (in game),8bYqO7Z8iPA,11,21,train
passing American football (in game),HcuZTetU04c,13,23,train
passing American football (in game),INA-cOJwAI0,7,17,train
passing American football (in game),XFej84oyx0Y,1,11,train
passing American football (in game),RzF1k6cLopE,0,10,train
passing American football (in game),rY5irlzeU2g,0,10,train
passing American football (in game),2h76JxxOOdo,6,16,train
passing American football (in game),o7kYi2JnNN4,0,10,train
passing American football (in game),ZVRrnRKKKBs,0,10,train
passing American football (in game),AvV9amDIl5k,5,15,train
passing American football (in game),hlIwO3teLzY,2,12,train
passing American football (in game),2l5n5yAESBc,4,14,train
passing American football (in game),dcsPEj-wZy0,0,10,train
passing American football (in game),lqFRBnQCqOg,46,56,train
passing American football (in game),-mxr-F92SkY,5,15,train
passing American football (in game),-wumVw8WA2Q,7,17,train
passing American football (in game),_uB7mr-C6Ic,1,11,train
passing American football (in game),GMQfiF4_vL8,1,11,train
passing American football (in game),fP89nfbRb1c,152,162,train
passing American football (in game),GRixviIvuGM,1,11,train
passing American football (in game),j8E43iFvD_Q,4,14,train
passing American football (in game),SViife7KWNo,1,11,train
passing American football (in game),xc2Izx5REoQ,0,10,train
passing American football (in game),Kqrm0t1kwWo,6,16,train
passing American football (in game),L01p0kkY71U,0,10,train
passing American football (in game),wMk79sq-t6g,4,14,train
passing American football (in game),EI6J2CmXfNo,1,11,train
passing American football (in game),LU76HpRU-pM,0,10,train
passing American football (in game),J61ADzlyHEI,2,12,train
passing American football (in game),MFO7OefqnmA,1,11,train
passing American football (in game),jyF7oczBedw,4,14,train
passing American football (in game),jPRWYGcm1ag,1,11,train
passing American football (in game),NqlsEfsSfTE,2,12,train
passing American football (in game),TvRIw_wBYgg,2,12,train
passing American football (in game),keDcd0ISJOY,43,53,train
passing American football (in game),kw9V8DnmZIU,1,11,train
passing American football (in game),Ln9gtw_YoFw,5,15,train
passing American football (in game),d9bRBbBLHWc,4,14,train
passing American football (in game),w5_3pPBXJ3E,5,15,train
passing American football (in game),QbnU_5LK2Cw,2,12,train
passing American football (in game),BX4DOUGNE5E,10,20,train
passing American football (in game),VAblP6iGbtc,2,12,train
passing American football (in game),AA7sLtHyKgk,3,13,train
passing American football (in game),_03rEwriyR8,9,19,train
passing American football (in game),VJYOAVoq5z8,24,34,train
passing American football (in game),xXwlZ_pWPsg,3,13,train
passing American football (in game),ZzhPvuEFwg8,33,43,train
passing American football (in game),y-FuFurk-8s,1,11,train
passing American football (in game),Y0EzhlxGL2Y,3,13,train
passing American football (in game),wfYphjthhI8,2,12,train
passing American football (in game),DxBlHjzXXJ4,1,11,train
passing American football (in game),sTCuhVAZ4ec,6,16,train
passing American football (in game),KqcOyh34-HM,2,12,train
passing American football (in game),jKWE7shVjqc,4,14,train
passing American football (in game),RDQOr7OTb54,6,16,train
passing American football (in game),mMehEccAT68,2,12,train
passing American football (in game),RSorJ6RUqmk,0,10,train
passing American football (in game),mrrHLER5mog,1,11,train
passing American football (in game),oBV67lLNq2c,10,20,train
passing American football (in game),OkJPL7clXbI,3,13,train
passing American football (in game),kJGwpSOGTs0,2,12,train
passing American football (in game),4rFhtXEdXyI,13,23,train
passing American football (in game),vadWddx-gu0,30,40,train
passing American football (in game),5is7hmrc-XM,211,221,train
passing American football (in game),EEUoJ320ZVY,55,65,train
passing American football (in game),1bL0Cw_A4j8,1,11,train
passing American football (in game),_BZMKXvc_zY,0,10,train
passing American football (in game),Ajfyha0D2W4,2,12,train
passing American football (in game),BbQ8A2xCWNM,4,14,train
passing American football (in game),ulZmA0c8z_4,116,126,train
passing American football (in game),vLn3819JMnk,189,199,train
passing American football (in game),KhFjGn2gGTA,13,23,train
passing American football (in game),5bldQcUqcWE,3,13,train
passing American football (in game),8l8TJO8KW1E,2,12,train
passing American football (in game),2evqccHHrNg,0,10,train
passing American football (in game),iTT4D9uOnmA,0,10,train
passing American football (in game),U3prYi_tpe4,0,10,train
passing American football (in game),6JRpIRAW69w,4,14,train
passing American football (in game),TPiqAwpmTwc,0,10,train
passing American football (in game),Lxqmd75I8t4,3,13,train
passing American football (in game),vzFuSyCMUt0,5,15,train
passing American football (in game),9Oe7XXJja8U,6,16,train
passing American football (in game),GKjZPt774_A,2,12,train
passing American football (in game),f3vIe_oxiHI,4,14,train
passing American football (in game),Xbtk7XLnYVU,3,13,train
passing American football (in game),iqS0JzvLoZ4,110,120,train
passing American football (in game),86Ocm9oWRLA,72,82,train
passing American football (in game),qVuIMhZbZzo,37,47,train
passing American football (in game),sXAtgMNWHsM,13,23,train
passing American football (in game),E_iPzpgw8xo,20,30,train
passing American football (in game),_RcjCSSgZmc,1,11,train
passing American football (in game),WVoBqizKrwY,2,12,train
passing American football (in game),3fLjp2a3mvg,2,12,train
passing American football (in game),ZcuRyQXBW74,2,12,train
passing American football (in game),mbWmQT_UOzc,0,10,train
passing American football (in game),0xi74oJHNco,1,11,train
passing American football (in game),7duaY81phjU,0,10,train
passing American football (in game),D2YhAADxGjQ,3,13,train
passing American football (in game),Y9dd_INXi5I,4,14,train
passing American football (in game),X1QJCaTUfXY,4,14,train
passing American football (in game),w-WsHW4r3n0,2,12,train
passing American football (in game),7I9BbkyIgdY,9,19,train
passing American football (in game),OOQ30FLtnCA,10,20,train
passing American football (in game),ZfX-21E6jgI,1,11,train
passing American football (in game),cx4DV1mbqEY,5,15,train
passing American football (in game),9Jy4LjOMs6Q,7,17,train
passing American football (in game),hF97X23h-HM,4,14,train
passing American football (in game),qK4x9p78TVY,1,11,train
passing American football (in game),i9P2COv3yYQ,101,111,train
passing American football (in game),fC2K9UOYRHs,3,13,train
passing American football (in game),7AlAGdY7yT4,1,11,train
passing American football (in game),QvBavopEQ9Q,6,16,train
passing American football (in game),5ySzayQJ7oo,1,11,train
passing American football (in game),-2jWUw9x4Ss,2,12,train
passing American football (in game),LnbCnBQeDNA,1,11,train
passing American football (in game),5dvf4WEXl1I,0,10,train
passing American football (in game),rIEusZLyCv4,6,16,train
passing American football (in game),_SGS0eKrS8g,2,12,train
passing American football (in game),Izxthvvl5gQ,4,14,train
passing American football (in game),_5LHTbUdW-A,4,14,train
passing American football (in game),VBKS5nQ47gQ,2,12,train
passing American football (in game),cCBAo__uBoQ,6,16,train
passing American football (in game),frdztOgpLOY,12,22,train
passing American football (in game),vQQROr_UL8U,1,11,train
passing American football (in game),B9mZspRlJAQ,0,10,train
passing American football (in game),I302NUyjius,7,17,train
passing American football (in game),YGk4iLw-Vds,0,10,train
passing American football (in game),kyM7k2wyq0c,8,18,train
passing American football (in game),HSFrzirKP2s,3,13,train
passing American football (in game),kXCpfOK8pFY,2,12,train
passing American football (in game),pCTkezexVTo,0,10,train
passing American football (in game),y639BheAH2g,2,12,train
passing American football (in game),vREvF62Qd1A,8,18,train
passing American football (in game),9VRZjb5sYRw,2,12,train
passing American football (in game),a7f4yjj_ba8,61,71,train
passing American football (in game),NRJfrLYaoqI,50,60,train
passing American football (in game),VBbPC0R_kTo,7,17,train
passing American football (in game),tXXC-8A4ufc,0,10,train
passing American football (in game),SKobmX9TNTg,3,13,train
passing American football (in game),eOdCE6fH-Z0,4,14,train
passing American football (in game),AuCjn6PgEw8,0,10,train
passing American football (in game),E32NJ6RcyXk,1,11,train
passing American football (in game),K0eikC-n2EA,22,32,train
passing American football (in game),ei5M-tJKRuE,11,21,train
passing American football (in game),knbSYrfMeII,3,13,train
passing American football (in game),FiqZXTAaWh4,3,13,train
passing American football (in game),yuJprUtyH2M,0,10,train
passing American football (in game),1M-jA99a0qA,11,21,train
passing American football (in game),HR_e9dgGHCg,0,10,train
passing American football (in game),Jwm5jm6GSXI,0,10,train
passing American football (in game),C3kksbI15h8,45,55,train
passing American football (in game),k-NK4isBUyM,3,13,train
passing American football (in game),hEA_qb4ZNGI,13,23,train
passing American football (in game),NQQ0kMZzZoM,0,10,train
passing American football (in game),ee3yHOaYA2o,16,26,train
passing American football (in game),xI4giG_hKxQ,2,12,train
passing American football (in game),1mw3jz_v-ds,5,15,train
passing American football (in game),5_OKeXuMrxU,4,14,train
passing American football (in game),GAChaGqt5ZE,4,14,train
passing American football (in game),eJ02ptVoYwQ,0,10,train
passing American football (in game),LfbaNS5xVkA,7,17,train
passing American football (in game),OmDRzATvdf0,1,11,train
passing American football (in game),uj0WSK7IbCI,12,22,train
passing American football (in game),dTCgdkeDR6Y,0,10,train
passing American football (in game),PTdlQmP3bFE,2,12,train
passing American football (in game),dhLSJp3SEXU,10,20,train
passing American football (in game),f1UzpZTQn1E,7,17,train
passing American football (in game),BmQTZxIkOKw,1,11,train
passing American football (in game),DaW7hTzIvFc,32,42,train
passing American football (in game),RtWlkGe0IR8,3,13,train
passing American football (in game),fCDb1ypKpzI,3,13,train
passing American football (in game),LmGpo6Lf7Gs,6,16,train
passing American football (in game),usQ1eVmAPz4,0,10,train
passing American football (in game),k2x_xQzgKAA,0,10,train
passing American football (in game),FecsyljEPmw,4,14,train
passing American football (in game),JeQOQqmGufA,3,13,train
passing American football (in game),lEKzSw1SzTg,0,10,train
passing American football (in game),TYl0oE0tzQk,0,10,train
passing American football (in game),rZwEBqtAR6A,4,14,train
passing American football (in game),JGL07ZZxWhg,116,126,train
passing American football (in game),LifpKPER53s,2,12,train
passing American football (in game),Z7hnU1FMKrs,4,14,train
passing American football (in game),ytdFo9QVYn8,1,11,train
passing American football (in game),EqamcSmI6uE,17,27,train
passing American football (in game),H3DFCtvQ7fs,6,16,train
passing American football (in game),l47hxA_Yddc,5,15,train
passing American football (in game),-JPvnASE7j8,2,12,train
passing American football (in game),z4uqgOz9eFM,2,12,train
passing American football (in game),4Tv-JMEBHDo,0,10,train
passing American football (in game),X23ldjjaJ04,0,10,train
passing American football (in game),eZClxLRT9bg,0,10,train
passing American football (in game),aXrqAifhga0,9,19,train
passing American football (in game),AgaAvBzjB4I,4,14,train
passing American football (in game),aZXbSNAzwVo,17,27,train
passing American football (in game),aDBzSD2aVwc,4,14,train
passing American football (in game),2apeE2oJFGc,1,11,train
passing American football (in game),-hdRoSKYdIs,2,12,train
passing American football (in game),9catalnKa_Y,3,13,train
passing American football (in game),JbCJreS_OOQ,5,15,train
passing American football (in game),A6Sd_UOx4x8,1,11,train
passing American football (in game),5-1nGImlf20,0,10,train
passing American football (in game),22s3k5Mie4E,2,12,train
passing American football (in game),l6-LrWjZCyE,4,14,train
passing American football (in game),hOYR-H1_KaY,1,11,train
passing American football (in game),XXKYWN7eO44,4,14,train
passing American football (in game),QmG4VL-5jOA,262,272,train
passing American football (in game),6bHyd51Ry0Q,1,11,train
passing American football (in game),ms8kkQ8Xilk,6,16,train
passing American football (in game),z11D-kP5wzI,0,10,train
passing American football (in game),DBwQrQkfSW4,2,12,train
passing American football (in game),7T5gfKD440I,7,17,train
passing American football (in game),ESWdAhqlZJA,0,10,train
passing American football (in game),aIVuz70gHlk,4,14,train
passing American football (in game),qS7C08bIYkI,46,56,train
passing American football (in game),Gvs53nUj4fs,5,15,train
passing American football (in game),boIGRknTJcE,0,10,train
passing American football (in game),glzP9N-5ffY,3,13,train
passing American football (in game),lfvmLJhU010,214,224,train
passing American football (in game),1CqEl06JW6Y,2,12,train
passing American football (in game),D4QkhxFXdMI,53,63,train
passing American football (in game),fz3bXjsmbls,0,10,train
passing American football (in game),VbkSbnmz1k4,2,12,train
passing American football (in game),sG-i8XgCiko,0,10,train
passing American football (in game),1gwQ9OnEy_w,12,22,train
passing American football (in game),O6O_bcN6cuE,1,11,train
passing American football (in game),TIbsLCnQjy4,9,19,train
passing American football (in game),rW6DL1s12PE,0,10,train
passing American football (in game),r4Cpb2a7msA,10,20,train
passing American football (in game),U0UN18Kr-mY,1,11,train
passing American football (in game),34laVVl1ERI,1,11,train
passing American football (in game),hd8MbuFcBAE,7,17,train
passing American football (in game),s6hGif8tb6E,10,20,train
passing American football (in game),4eYtys3H68A,4,14,train
passing American football (in game),TCytMbRavKM,3,13,train
passing American football (in game),fXDj4PU3ylM,3,13,train
passing American football (in game),QeqfKK2Gk9E,8,18,train
passing American football (in game),5_ToPSwn_is,3,13,train
passing American football (in game),OOo9mQ8GYTg,2,12,train
passing American football (in game),Qdg59Yr3ZeM,587,597,train
passing American football (in game),L7BmHWt19DQ,5,15,train
passing American football (in game),eryk7H0YJOQ,5,15,train
passing American football (in game),LGP3_02MWBw,3,13,train
passing American football (in game),NEomyOjioMM,4,14,train
passing American football (in game),rnNS644ovMg,0,10,train
passing American football (in game),2xPvl6Br1ac,4,14,train
passing American football (in game),lifxY-EDGLs,0,10,train
passing American football (in game),3nfhFnTP6bM,1,11,train
passing American football (in game),3pQdajCDKYo,3,13,train
passing American football (in game),J7qdf90hGZ0,4,14,train
passing American football (in game),JqRgOSmTh7c,5,15,train
passing American football (in game),AfGl7D4mAWM,0,10,train
passing American football (in game),0W8uyjKT55Q,0,10,train
passing American football (in game),WSPwfoiv9CU,1,11,train
passing American football (in game),YTUEkdaFCPE,1,11,train
passing American football (in game),l_mzI8y495M,1,11,train
passing American football (in game),xqKQki29WbQ,3,13,train
passing American football (in game),770Mlz5W14g,3,13,train
passing American football (in game),TR4DshhMKPs,6,16,train
passing American football (in game),PqyBx6pQytI,3,13,train
passing American football (in game),WbzTH-bfHt4,5,15,train
passing American football (in game),lQINyiEClos,5,15,train
passing American football (in game),rIiKt97oNUQ,3,13,train
passing American football (in game),IQJS9svWSgA,0,10,train
passing American football (in game),YsUvxJZJCok,4,14,train
passing American football (in game),CCNpvlmGvcE,3,13,train
passing American football (in game),uXwvBLjHp2U,6,16,train
passing American football (in game),w3lmYDuKl8w,2,12,train
passing American football (in game),Fven9gc6fng,1,11,train
passing American football (in game),c1epn78x4f8,20,30,train
passing American football (in game),pphdhkZjwJo,12,22,train
passing American football (in game),qfUiRDHB7aI,3,13,train
passing American football (in game),Kcgsly9YFAg,0,10,train
passing American football (in game),_NVAhq3peDk,1,11,train
passing American football (in game),O2MNa55W9fI,1,11,train
passing American football (in game),Wh1pS6k6MZw,3,13,train
passing American football (in game),AjCxM9pdAdc,3,13,train
passing American football (in game),O7qe33wvHzI,14,24,train
passing American football (in game),zng-bSGVbJY,0,10,train
passing American football (in game),tCCQ-94wKMk,139,149,train
passing American football (in game),44khF05gPR0,1,11,train
passing American football (in game),8WzWDH2mEXI,0,10,train
passing American football (in game),EIpR294LI48,3,13,train
passing American football (in game),LF_CRObXtQc,3,13,train
passing American football (in game),8QYS0njxtnk,0,10,train
passing American football (in game),w5p4_LfLb_s,67,77,train
passing American football (in game),7ELBuVsmPcs,0,10,train
passing American football (in game),SYsUSkNJxvo,0,10,train
passing American football (in game),NLXkoGETIu8,2,12,train
tying knot (not on a tie),riUBFqYb6zE,49,59,train
tying knot (not on a tie),oNrMh8bEr5Y,47,57,train
tying knot (not on a tie),fVQyJHDESso,10,20,train
tying knot (not on a tie),rBTtU2ufWng,23,33,train
tying knot (not on a tie),4HPRj_I9PTk,233,243,train
tying knot (not on a tie),7yO7ePhqx8E,43,53,train
tying knot (not on a tie),YC4qSStqR_I,85,95,train
tying knot (not on a tie),ZnLSJ6ko8HY,31,41,train
tying knot (not on a tie),faEM4TV8u8M,20,30,train
tying knot (not on a tie),M9x9JfrqWwg,9,19,train
tying knot (not on a tie),OVCeRAU5Zio,134,144,train
tying knot (not on a tie),GoYP7olMpI4,11,21,train
tying knot (not on a tie),LFsiwIzf3VI,8,18,train
tying knot (not on a tie),LyayXe_Sy2I,38,48,train
tying knot (not on a tie),Xn2NprZuxD0,28,38,train
tying knot (not on a tie),CMLVSFQSg4g,16,26,train
tying knot (not on a tie),kuwadzD2JYI,3,13,train
tying knot (not on a tie),5J3jGx3GOMo,149,159,train
tying knot (not on a tie),7flKCpOLit4,241,251,train
tying knot (not on a tie),OqOVjmXaA60,62,72,train
tying knot (not on a tie),SJwVS1MS5y8,155,165,train
tying knot (not on a tie),3XAqPGe7GN4,3,13,train
tying knot (not on a tie),8c0oOmSZtIM,50,60,train
tying knot (not on a tie),h2_lwwCy7dI,185,195,train
tying knot (not on a tie),-zID4lhAHqQ,22,32,train
tying knot (not on a tie),A8rPK1Ivl14,47,57,train
tying knot (not on a tie),wbpQhiNDxvo,81,91,train
tying knot (not on a tie),JHeyBxTNIEE,70,80,train
tying knot (not on a tie),2NQ_nQKxNL4,212,222,train
tying knot (not on a tie),Aa5o7sXpytU,54,64,train
tying knot (not on a tie),7UVUBFyHoBU,20,30,train
tying knot (not on a tie),9bRoV-3xqcs,367,377,train
tying knot (not on a tie),obd3xct9q8w,43,53,train
tying knot (not on a tie),rvQhGep7vAc,261,271,train
tying knot (not on a tie),-NTVZAZ0xQA,219,229,train
tying knot (not on a tie),BqxZ7ieqiuc,34,44,train
tying knot (not on a tie),Zffe75MhBBo,0,10,train
tying knot (not on a tie),F4uK_MxvuxM,89,99,train
tying knot (not on a tie),N0Y1fmf7P-M,2,12,train
tying knot (not on a tie),nmrNWbTvqNk,225,235,train
tying knot (not on a tie),u2aiX2GrJ4M,1,11,train
tying knot (not on a tie),FGl8C2v8OYA,3,13,train
tying knot (not on a tie),EOWE6cde_JA,3,13,train
tying knot (not on a tie),aLS2Iua6IJs,4,14,train
tying knot (not on a tie),7WQLcp_tGuM,46,56,train
tying knot (not on a tie),vURKAiQRy8I,13,23,train
tying knot (not on a tie),S8LLWxTi7Ws,47,57,train
tying knot (not on a tie),kVjhqFqMjw8,3,13,train
tying knot (not on a tie),P1prZdTQOQA,26,36,train
tying knot (not on a tie),aIEIaS9dj3k,8,18,train
tying knot (not on a tie),6lf5H-7-ZZE,16,26,train
tying knot (not on a tie),OwTcxglxo8w,15,25,train
tying knot (not on a tie),QctkGoJuiv0,36,46,train
tying knot (not on a tie),Vj6EBDhjV-E,1,11,train
tying knot (not on a tie),pnBdsf5pRx0,0,10,train
tying knot (not on a tie),zntpwTqd2q8,30,40,train
tying knot (not on a tie),4Z3PDAiOjcU,164,174,train
tying knot (not on a tie),4cst7hABSo0,27,37,train
tying knot (not on a tie),6Z2kiVMxVwA,6,16,train
tying knot (not on a tie),SVk94OS9E_M,613,623,train
tying knot (not on a tie),k-mK-BmdBhw,47,57,train
tying knot (not on a tie),1ay4OcifxI0,53,63,train
tying knot (not on a tie),IKLNW09Jvs0,178,188,train
tying knot (not on a tie),VuxVmrWedtM,2,12,train
tying knot (not on a tie),_nNsmAOA_MU,14,24,train
tying knot (not on a tie),CpGelbWoMCw,10,20,train
tying knot (not on a tie),M1ZK3hHFA5g,27,37,train
tying knot (not on a tie),SO0PvNIoiDg,19,29,train
tying knot (not on a tie),BqKdIBBFRq4,29,39,train
tying knot (not on a tie),LuJ4NSWilu0,174,184,train
tying knot (not on a tie),UuPBR3hWRXM,62,72,train
tying knot (not on a tie),WuxOACibiYc,60,70,train
tying knot (not on a tie),CiJgqQ5MbvI,123,133,train
tying knot (not on a tie),_v9uSvTd5o4,150,160,train
tying knot (not on a tie),RTC5wZ1Bbag,100,110,train
tying knot (not on a tie),b_VU4KOBn5A,9,19,train
tying knot (not on a tie),bbERNh9ocho,2,12,train
tying knot (not on a tie),dt3GJ-ebxhU,7,17,train
tying knot (not on a tie),3chv9SqyP14,1,11,train
tying knot (not on a tie),DCR1XHpJbts,47,57,train
tying knot (not on a tie),Rj9I4j0Jj9c,9,19,train
tying knot (not on a tie),1ralQKlG-ks,2,12,train
tying knot (not on a tie),YFrVDJDw5bk,101,111,train
tying knot (not on a tie),pZP-dHUuGiA,150,160,train
tying knot (not on a tie),5zFhkQlXcIk,265,275,train
tying knot (not on a tie),0886v4d06mk,2,12,train
tying knot (not on a tie),2cU2xmzAK94,10,20,train
tying knot (not on a tie),Gzu3WibL_UM,51,61,train
tying knot (not on a tie),VH73ux7dQDw,12,22,train
tying knot (not on a tie),Wi26Sgy2ilM,12,22,train
tying knot (not on a tie),c5Ax_X9GuvI,41,51,train
tying knot (not on a tie),vhhQVeoYqtc,110,120,train
tying knot (not on a tie),V-sVMtWaSvc,14,24,train
tying knot (not on a tie),7m6MVanInWg,127,137,train
tying knot (not on a tie),BQYt6YqwFWw,302,312,train
tying knot (not on a tie),eCn___azG0U,17,27,train
tying knot (not on a tie),KSE0ys_o890,39,49,train
tying knot (not on a tie),uJKaAZsK4dg,15,25,train
tying knot (not on a tie),y5_nJ2td6wI,60,70,train
tying knot (not on a tie),rx63yH0y8fU,28,38,train
tying knot (not on a tie),h_xs1xJ1cFE,3,13,train
tying knot (not on a tie),QZTL-KueORU,2,12,train
tying knot (not on a tie),yAd61qNrxQM,95,105,train
tying knot (not on a tie),01Qp-z0T2NE,62,72,train
tying knot (not on a tie),Mz5RWKdlXBA,37,47,train
tying knot (not on a tie),so80mguIum8,351,361,train
tying knot (not on a tie),GRmzJgo7YGs,97,107,train
tying knot (not on a tie),XBgUZmVX1RA,32,42,train
tying knot (not on a tie),k6EUIgwSaNg,32,42,train
tying knot (not on a tie),Pdc-VHN92V8,313,323,train
tying knot (not on a tie),a3txgL7rJtg,63,73,train
tying knot (not on a tie),sbaPi_tIrK4,39,49,train
tying knot (not on a tie),1E6lQNn4hVg,2,12,train
tying knot (not on a tie),aTU43l_BoLY,14,24,train
